17 Marzo,2/10|Panna Liquida|Alcune Gocce|Liquore Allo Zabaglione|2/10|Vanil Zucca|3/10|Illycaffè Espresso|3/10|China Martini
Spaghetti Alle Vongole (5),130 G|Vongole Al Naturale|400 G|Pasta Tipo Spaghetti|1 Spicchio|Aglio|1/2|Cipolla|1 Ciuffo|Prezzemolo|1 Scatola|Pomodori Pelati|4 Cucchiai|Olio D'oliva||Sale||Pepe
Spaghetti Alle Vongole Veraci,1000 G|Vongole Veraci Intere|500 G|Pomodori Freschi Maturi|3|Peperoncini Spezzettati|3 Spicchi|Aglio||Prezzemolo|2 Bicchieri|Vino Bianco||Pasta Tipo Spaghetti
Spaghetti Alle Zucchine,2|Zucchine Tagliate A Dadini||Burro|1|Cipolla Tritata||Prezzemolo||Salvia||Rosmarino|1/2|Dado||Sale|1/2 Bicchiere|Panna|1|Tuorlo D'uovo|400 G|Pasta Tipo Spaghetti Alla Chitarra
Spaghetti Alle Zucchine (2),400 G|Pasta Tipo Spaghetti|3|Zucchine|3|Uova|1 Spicchio|Aglio|1|Tuorlo D'uovo||Formaggio Pecorino Grattugiato||Prezzemolo||Sale
Spaghetti Alle Zucchine Trifolate,500 G|Pasta Tipo Spaghetti|700 G|Zucchine Tagliate A Rondelle Sottili|1/2 Bicchiere|Olio D'oliva|Alcune Foglie|Basilico|100 G|Formaggio Parmigiano Grattugiato||Sale||Pepe
Spaghetti Allo Scoglio,600 G|Pasta Tipo Spaghetti|300 G|Calamari|300 G|Gamberetti|1/2 Bicchiere|Cognac|1 Bicchiere|Vino Bianco|1/2 Bicchiere|Olio D'oliva||Burro||Aglio||Prezzemolo||Sale||Pepe
Spaghetti Allo Zafferano,1|Cipolla|Poco|Burro|2 Cucchiai|Olio D'oliva|1 Cucchiaio|Cognac|1 Presa|Sale|1 Bustina|Zafferano|400 G|Pasta Tipo Spaghetti||Formaggio Parmigiano Grattugiato
Spaghetti Allo Zafferano (2),350 G|Pasta Tipo Spaghetti|250 G|Pomodori Perini Maturi|30|Fiori Di Zucca|1 Bustina|Zafferano|1 Cucchiaio|Basilico Tritato|2 Cucchiai|Prezzemolo Tritato|1 Spicchio|Aglio Novello|1|Cipolla||Olio D'oliva Extra-vergine||Sale||Pepe
Spaghetti Allo Zafferano (3),250 G|Pasta Tipo Spaghetti|1/2|Cipolla|1 Bustina|Zafferano||Burro
Spaghetti Cacio E Pepe,400 G|Pasta Tipo Spaghetti|80 G|Formaggio Pecorino Grattugiato|1 Cucchiaino|Pepe Nero Pestato Nel Mortaio||Sale
Spaghetti Cacio E Pepe (2),320 G|Pasta Tipo Spaghetti|100 G|Formaggio Pecorino Romano|1 Macinata|Pepe Nero||Sale
Spaghetti Capperi E Acciughe,12|Filetti D'acciughe|1 Cucchiaio|Capperi Sotto Sale|1 Ciuffetto|Prezzemolo|1 Spicchio|Aglio|8 Cucchiai|Olio D'oliva|320 G|Pasta Tipo Spaghettini
Spaghetti Caprino E Uva,|Sale|16|Olive Nere|1|Cipolla|1 Spicchio|Aglio|3 Cucchiai|Olio D'oliva|350 G|Uva Bianca|180 G|Formaggio Caprino|350 G|Pasta Tipo Spaghetti
Spaghetti Carote E Funghi,400 G|Pasta Tipo Spaghetti|2|Carote|40 G|Funghi Secchi|350 G|Piselli||Prezzemolo|4 Cucchiai|Olio D'oliva|30 G|Burro||Sale||Pepe||Formaggio Parmigiano
Spaghetti Col Tonno,|Pasta Tipo Spaghetti||Tonno In Scatola||Pomodoro A Pezzi|1|Cipolla|1 Spicchio|Aglio||Origano||Olio D'oliva||Sale||Pepe
Spaghetti Con Acciughe,350 G|Pasta Tipo Spaghetti|150 G|Acciughe Sotto Sale|1/2 Spicchio|Aglio|1 Ciuffo|Prezzemolo|2 Cucchiai|Olio D'oliva||Sale|1 Pizzico|Pepe
Spaghetti Con Broccoli Alla Siciliana,150 G|Pasta Tipo Spaghetti|1|Broccolo|1/2|Cipolla|1|Acciuga||Uvetta Sultanina||Pinoli||Formaggio Parmigiano||Olio D'oliva Extra-vergine||Sale
"Spaghetti Con Broccoli Di Rape, Noci, Bottarga",300 G|Pasta Tipo Spaghetti|40 Fiori|Broccoli Di Rape|8|Gherigli Di Noci|50 G|Bottarga Di Tonno|60 G|Olio D'oliva Extra-vergine|1 Falda|Peperone Rosso
Spaghetti Con Carote E Funghi,400 G|Pasta Tipo Spaghetti|2|Carote|40 G|Funghi Secchi|350 G|Pisellini Surgelati Findus||Prezzemolo|4 Cucchiai|Olio D'oliva|30 G|Burro||Sale||Pepe||Formaggio Parmigiano Grattugiato
Spaghetti Con Crema Di Melanzane,350 G|Pasta Tipo Spaghetti|2|Melanzane|1|Peperone Rosso|1|Peperone Giallo|2 Spicchi|Aglio|1 Cucchiaio|Prezzemolo Tritato|4 Cucchiai|Olio D'oliva|1 Cucchiaio|Aceto Balsamico||Pepe||Sale
Spaghetti Con Gamberetti E Fiori Di Zucca,350 G|Pasta Tipo Spaghetti|12|Gamberetti|6|Fiori Di Zucca|1|Scalogno|2|Zucchine|2 Cucchiai|Olio D'oliva|1/2 Bicchierino|Vermouth Bianco||Brodo Vegetale||Sale||Pepe
Spaghetti Con I Funghi,600 G|Pasta Tipo Spaghetti|500 G|Funghi Freschi|4 Spicchi|Aglio|150 G|Olio D'oliva|Abbondante|Prezzemolo||Pepe||Sale
Spaghetti Con I Gamberetti,2 Spicchi|Aglio||Olio D'oliva||Peperoncino (o Pomodori)||Gamberetti||Pasta Tipo Spaghetti
Spaghetti Con I Pinoli,|Pasta Tipo Spaghetti||Olio D'oliva Extra-vergine|3 Spicchi|Aglio|100 G|Pinoli|3|Peperoncini
Spaghetti Con Il Tonno,500 G|Pasta Tipo Spaghetti|2|Cipolle Novelle|2 Scatolette|Tonno|100 G|Olive Nere||Olio D'oliva||Sale|1/2 Bicchiere|Vino Bianco
Spaghetti Con Il Tonno (2),350 G|Pasta Tipo Spaghetti|70 G|Tonno Sott'olio|3 Cucchiai|Salsa Di Pomodoro|1 Spicchio|Aglio||Prezzemolo|3 Cucchiai|Olio D'oliva||Sale||Pepe
Spaghetti Con La 'mustica' Alla Maniera Di Crucoli,400 G|Pasta Tipo Spaghetti|4 Cucchiai|Sardella|10 Cl|Olio D'oliva Extra-vergine||Sale
Spaghetti Con La 'nonnata',400 G|Pasta Tipo Spaghetti|4 Cucchiai|Nudilla (bianchetti Sotto Sale)|5 Cl|Olio D'oliva Extra-vergine
Spaghetti Con La 'nudilla',400 G|Pasta Tipo Spaghetti|4 Cucchiai|Nudilla (bianchetti Sotto Sale)|5 Cl|Olio D'oliva Extra-vergine
Spaghetti Con La 'rosa Marina',400 G|Pasta Tipo Spaghetti|4 Cucchiai|Nudilla (bianchetti Sotto Sale)|5 Cl|Olio D'oliva Extra-vergine
Spaghetti Con La 'sardella' Alla Maniera Di Crucoli,400 G|Pasta Tipo Spaghetti|4 Cucchiai|Sardella|10 Cl|Olio D'oliva Extra-vergine||Sale
Spaghetti Con La Mollica,350 G|Pasta Tipo Spaghetti|2|Acciughe Sotto Sale|80 G|Pane Secco|8|Olive Nere|1 Cucchiaio|Capperi|1/2 Spicchio|Aglio||Olio D'oliva|1 Pizzico|Sale|1 Pizzico|Pepe
Spaghetti Con Le Acciughe,400 G|Pasta Tipo Spaghetti|150 G|Acciughe Fresche|80 G|Burro|2 Cucchiai|Salsa Di Pomodoro||Olio D'oliva||Sale
Spaghetti Con Le Acciughe Alla Siciliana,320 G|Pasta Tipo Spaghetti|4|Acciughe Sotto Sale|4 Cucchiai|Olio D'oliva Extra-vergine|600 G|Pomodori Perini|1 Tazza|Olive Di Gaeta|1 Cucchiaio|Capperi|1 Cucchiaio|Prezzemolo Tritato|1 Pizzico|Origano|1 Spicchio|Aglio|1|Peperoncino||Sale
Spaghetti Con Le Ceche,400 G|Pasta Tipo Spaghetti|200 G|Ceche|1 Rametto|Salvia|1 Spicchio|Aglio|4 Cucchiai|Conserva Di Pomodoro||Olio D'oliva Extra-vergine||Sale
Spaghetti Con Le Cozze,400 G|Pasta Tipo Spaghetti|800 G|Cozze|1 Scatola|Pomodori Pelati (scatole Da 250 G)|150 G|Olio D'oliva||Pepe||Sale
Spaghetti Con Le Cozze (2),400 G|Pasta Tipo Spaghetti|1000 G|Cozze|4 Cucchiai|Olio D'oliva|1 Cucchiaio|Prezzemolo Tritato|1 Spicchio|Aglio||Sale||Pepe
Spaghetti Con Le Cozze (3),1000 G|Cozze|1/2 Bicchiere|Vino Bianco|400 G|Patate|1|Cipolla||Olio D'oliva|4|Pomodori||Sale||Pepe||Prezzemolo Tritato|350 G|Pasta Tipo Spaghetti
Spaghetti Con Le Fave,300 G|Pasta Tipo Spaghetti|400 G|Fave Fresche Sgranate|3|Cipollotti|1 Spicchio|Aglio||Menta Fresca||Formaggio Pecorino Grattugiato||Olio D'oliva||Sale
Spaghetti Con Le Sarde,400 G|Pasta Tipo Spaghetti|300 G|Sarde Fresche|100 G|Finocchio Selvatico|30 G|Pinoli|20 G|Uvetta Sultanina|4|Filetti D'acciughe|1|Cipolla||Olio D'oliva Extra-vergine||Sale||Pepe
Spaghetti Con Le Seppie,400 G|Pasta Tipo Spaghetti|600 G|Seppie||Cipolla|2 Spicchi|Aglio|1 Cucchiaio|Prezzemolo Tritato|10 Cl|Olio D'oliva Extra-vergine|750 G|Pomodori Pelati||Sale||Pepe|80 G|Formaggio Pecorino Grattugiato
Spaghetti Con Le Telline,500 G|Pasta Tipo Spaghetti|1000 G|Telline|1 Bicchiere|Vino Bianco|200 G|Pomodori Pelati|2 Spicchi|Aglio||Prezzemolo||Olio D'oliva||Sale||Pepe
Spaghetti Con Le Vongole,|Vongole|Poco|Sale Grosso||Olio D'oliva||Aglio||Prezzemolo|Poco|Peperoncino||Pasta Tipo Spaghetti
Spaghetti Con Le Zucchine,500 G|Pasta Tipo Spaghetti|800 G|Zucchine|30 Cl|Olio D'oliva|50 G|Burro|100 G|Formaggio Parmigiano Grattugiato|100 G|Formaggio Caciocavallo||Sale||Basilico
Spaghetti Con Le Zucchine (2),350 G|Pasta Tipo Spaghetti|350 G|Zucchine|150 G|Mozzarella|3|Pomodori Perini||Formaggio Grattugiato|1 Spicchio|Aglio|1 Costa|Sedano|1|Cipolla Piccola|2 Foglioline|Salvia|3 Cucchiai|Olio D'oliva||Sale||Pepe
Spaghetti Con Lenticchie,300 G|Pasta Tipo Spaghetti|100 G|Lenticchie Rosse|1 Cespo|Insalata Catalogna|1|Cipolla|4 Cucchiai|Olio D'oliva|50 G|Noci||Sale
Spaghetti Con Mazzancolle E Punte Di Asparagi,200 G|Pasta Tipo Spaghetti|6|Mazzancolle|600 G|Asparagi|2 Spicchi|Peperoncino|1 Spicchio|Aglio||Prezzemolo||Olio D'oliva Extra-vergine||Sale||Pepe
Spaghetti Con Melanzane,400 G|Pasta Tipo Spaghetti|3|Melanzane|250 G|Mozzarella|2 Spicchi|Aglio|500 G|Pomodori Maturi||Peperoncino||Olio D'oliva||Sale||Basilico
Spaghetti Con Melanzane E Pomodoro Crudo,320 G|Pasta Tipo Spaghetti|400 G|Pomodori Maturi|1|Melanzana Di 350 G|150 G|Cipolla Tritata|8 Cucchiai|Olio D'oliva Extra-vergine|2 Spicchi|Aglio|8 Foglie|Basilico|1 Rametto|Maggiorana Fresca||Sale
Spaghetti Con Melenzane E Prosciutto Crudo,320 G|Pasta Tipo Spaghetti|400 G|Pomodori Ben Maturi|1|Melanzana Di 350 G|150 G|Cipolla Tritata|8 Cucchiai|Olio D'oliva Extra-vergine|2 Spicchi|Aglio|8 Foglie|Basilico|1 Rametto|Maggiorana Fresca||Sale
Spaghetti Con Mozzarella,400 G|Pasta Tipo Spaghetti|300 G|Latte|150 G|Mozzarella|40 G|Burro|20 G|Farina|1/2|Dado||Sale
Spaghetti Con Mozzarella (2),400 G|Pasta Tipo Spaghetti|1|Mozzarella|2|Tuorli D'uovo|50 G|Burro|4|Filetti D'acciughe||Sale||Pepe
Spaghetti Con Nasello,400 G|Pasta Tipo Spaghetti|1|Nasello Di 700 G|1|Limone|2|Cipolle||Farina|1 Bicchiere|Vino Bianco|2 Mestoli|Brodo|30 G|Burro|400 G|Pomodori Pelati||Sale||Pepe
Spaghetti Con Patate,350 G|Pasta Tipo Spaghetti|300 G|Patate|1|Cipolla||Basilico||Prezzemolo||Timo||Maggiorana|200 G|Ricotta|1/2 Bicchiere|Olio D'oliva||Sale
Spaghetti Con Pesce E Zucchine,300 G|Pasta Tipo Spaghetti|150 G|Code Di Gamberi Fresche|200 G|Zucchine|100 G|Filetti Di Merluzzo|100 G|Pesce Spada|20 G|Cipolla|6 Cucchiai|Olio D'oliva Extra-vergine|1 Spicchio|Aglio||Origano|1 Cucchiaio|Erbe Aromatiche Tritate|1/2 Bicchiere|Vino Bianco Secco||Sale||Pepe
Spaghetti Con Pollo,4 Matasse|Pasta Tipo Spaghetti Cinesi Freschi|8 Cucchiai|Lardo|150 G|Petto Di Pollo|1 Cucchiaio|Succo Di Zenzero|1 Cucchiaio|Sakè|1 Cucchiaio|Fecola Di Patate|3 Fette|Prosciutto Cotto|4|Funghi Cinesi Secchi|100 G|Germogli Di Bambù Lessati|1 Mazzo|Porri (o Cipollotti)|4 Cucchiai|Olio D'arachidi|1 1/2 Cucchiai|Fecola Di Patate||Per La Salsa:|3 Bicchieri|Brodo|1/2 Cucchiaio|Sale|2 Cucchiaini|Zucchero|2 Cucchiai|Sakè
Spaghetti Con Ricotta E Melanzane,2|Melanzane Sode||Olio D'oliva||Burro||Aglio|Abbondante|Passato Di Pomodoro||Basilico Spezzettato||Sale||Pepe||Pasta Tipo Spaghetti
Spaghetti Con Ricotta E Menta,400 G|Pasta Tipo Spaghetti Integrali|300 G|Ricotta|10 Foglie|Menta Fresca|3 Cucchiai|Tamari|3 Cucchiai|Gomasio (sale Di Sesamo)||Olio D'oliva Extra-vergine||Sale
Spaghetti Con Salsa Di Peperoni E Pomodori,500 G|Pasta Tipo Spaghetti|500 G|Peperoni Dolci|500 G|Pomodori Freschi O Pelati|5 Cucchiai|Olio D'oliva|1/2|Cipolla|2 Cucchiai|Prezzemolo Tritato|4|Acciughe Dissalate||Sale||Peperoncino||Formaggio Parmigiano
Spaghetti Con Salsicce,500 G|Pasta Tipo Spaghetti|4|Salsicce|20 G|Burro|1/2|Cipolla|1 Bicchiere|Vino Bianco|6|Pomodori Pelati|60 G|Formaggio Parmigiano||Sale
Spaghetti Con Sugo Primavera,2 Scatole|Pomodori A Pezzettoni|1 Mazzo|Basilico|4 Spicchi|Aglio||Formaggio Parmigiano A Scaglie||Olio D'oliva||Sale|500 G|Pasta Tipo Spaghetti
Spaghetti Con Tonno E Funghi,400 G|Pasta Tipo Spaghetti|50 G|Pancetta|100 G|Tonno Sott'olio|1 Confezione|Funghi Surgelati Findus|2 Spicchi|Aglio||Olio D'oliva||Sale||Pepe||Formaggio Parmigiano (facoltativo)
Spaghetti Con Zucchine,500 G|Pasta Tipo Spaghetti|800 G|Zucchine|30 Cl|Olio D'oliva|50 G|Burro|100 G|Formaggio Parmigiano Grattugiato|100 G|Formaggio Caciocavallo||Sale||Basilico
Spaghetti D'oro,350 G|Pasta Tipo Spaghetti|100 G|Burro|1/2|Cipolla|1 Bustina|Zafferano|1 Spolverata|Formaggio Parmigiano Grattugiato
Spaghetti Del Ghiottone,320 G|Pasta Tipo Spaghetti|150 G|Olive Verdi|1 Spicchio|Aglio|200 G|Pomodori||Formaggio Pecorino Grattugiato||Origano||Peperoncino (facoltativo)|4 Cucchiai|Olio D'oliva Extra-vergine||Sale||Pepe
Spaghetti Del Mercato,2 Cucchiai|Olio D'oliva|1|Melanzana Piccola|1|Peperone Giallo|1|Zucchina|2|Pomodori Rossi|1 Mazzetto|Basilico|1 Spicchio|Aglio||Sale||Pepe|300 G|Pasta Tipo Spaghetti
Spaghetti Del Pastore,320 G|Pasta Tipo Spaghetti|120 G|Ricotta|3 Cucchiai|Formaggio Parmigiano Grattugiato|1 Spicchio|Aglio|1/2 Bicchiere|Latte
Spaghetti Del Pastore (2),320 G|Pasta Tipo Spaghetti|300 G|Ricotta|50 G|Formaggio Pecorino Grattugiato|50 G|Formaggio Parmigiano Grattugiato||Olio D'oliva Extra-vergine||Latte|1 Spolverata|Noce Moscata||Pepe Nero
Spaghetti Del Pescivendolo,400 G|Pasta Tipo Spaghetti|1 Barattolo|Olive Nere Kalamata|1 Scatola|Acciughe Sott'olio|1 1/2 Vasetti|Panna Da Cucina||Olio D'oliva
Spaghetti Delicati,500 G|Pasta Tipo Spaghetti|2 Spicchi|Aglio||Cipolla Tritata|400 G|Passato Di Pomodoro|5 Cucchiai|Olio D'oliva||Formaggio Parmigiano Grattugiato|1 Bicchiere|Vino Spumante
Spaghetti Deliziosi,400 G|Pasta Tipo Spaghetti Integrali||Burro||Olio D'oliva|150 G|Prosciutto Cotto Affumicato|50 G|Formaggio Scamorza Affumicata|1/2 Bicchiere|Birra Chiara|1|Tuorlo D'uovo|50 G|Formaggio Gruyère Grattugiato||Sale||Pepe
Spaghetti Della Notte Di San Lorenzo,400 G|Pasta Tipo Spaghetti|4 Cucchiai|Formaggio Parmigiano Grattugiato|1|Pomodoro Grande Maturo A Dadi|4|Acciughe Sotto Sale Diliscate A Pezzi|40 G|Tonno|4 Cucchiai|Olio D'oliva Extra-vergine|Alcune|Olive Nere|Alcune Foglie|Basilico Fresco
Spaghetti Della Riviera,400 G|Pasta Tipo Spaghettini|350 G|Molluschi Freschi|4 Cucchiai|Passata Di Pomodoro|1 Spicchio|Aglio|1|Cipollina||Prezzemolo||Peperoncino|1/2 Bicchiere|Vino Bianco Secco|2 Cucchiai|Olio D'oliva||Sale
Spaghetti Della Zingara,300 G|Pasta Tipo Spaghetti|120 G|Tonno Sott'olio|1|Filetto D'acciughe|1 Spicchio|Aglio|1 Cucchiaio|Capperi|4 Foglie|Basilico|300 G|Pomodori Maturi|1|Peperoncino|10|Olive Verdi Di Spagna|10|Olive Nere Di Gaeta|4 Cucchiai|Olio D'oliva Extra-vergine||Sale||Formaggio Parmigiano (facoltativo)
Spaghetti Dello Chef,500 G|Pasta Tipo Spaghetti|6|Filetti D'acciughe Sott'olio|1/2 Spicchio|Aglio||Prezzemolo|80 G|Burro|Abbondante|Sale|1 Macinata|Pepe
Spaghetti Di Castagne Nelle Coppette,500 G|Crema Inglese|400 G|Castagne Lesse|100 G|Cioccolato Fondente||Rum||Sale
Spaghetti Di Magro,380 G|Pasta Tipo Spaghetti|1 Spicchio|Aglio|1 Ciuffo|Prezzemolo|2 Cucchiai|Uova Di Lompo|4 Cucchiai|Olio D'oliva||Limone||Sale||Pepe Nero
Spaghetti Di Magro (2),400 G|Pasta Tipo Spaghetti|50 G|Pinoli|40 G|Burro|3|Filetti D'acciughe Sott'olio|250 G|Pomodori Pelati|1 Cucchiaio|Farina|1|Cipollina
Spaghetti Di Mezzanotte,380 G|Pasta Tipo Spaghetti|1 Spicchio|Aglio||Prezzemolo|2 Cucchiai|Uova Di Lompo|4 Cucchiai|Olio D'oliva|Alcune Gocce|Limone||Sale||Pepe Nero
Spaghetti Di Riso Alla Polpa Di Granchio,200 G|Pasta Tipo Spaghetti Di Riso|100 G|Polpa Di Granchio|1 Spicchio|Aglio|1|Pomodoro|1/2|Papaia||Olio D'oliva Extra-vergine||Prezzemolo Tritato||Sale
Spaghetti Di Scoglio,400 G|Pasta Tipo Spaghetti|800 G|Polipo|1 Scatola|Pomodori Pelati|2 Spicchi|Aglio||Peperoncino|1/2 Bicchiere|Vino Bianco|1 Manciata|Prezzemolo Tritato||Olio D'oliva Extra-vergine||Sale
Spaghetti Disperati,600 G|Pasta Tipo Spaghetti|500 G|Pomodori Pelati|1/2 Bicchierino|Olio D'oliva|25 G|Olive Nere|25 G|Capperi|50 G|Funghi Sott'olio D'oliva||Acciughe Salate||Origano||Pepe||Sale|2|Cipolle
Spaghetti Dorati,350 G|Pasta Tipo Spaghetti|40 G|Burro|25 Cl|Panna Da Cucina|1 Bustina|Zafferano|3 Cucchiai|Formaggio Parmigiano Grattugiato||Sale
Spaghetti E Fagiolini,350 G|Pasta Tipo Spaghetti|450 G|Fagiolini|100 G|Pomodori Secchi Sott'olio|1 Spicchio|Aglio|2|Pomodori Da Sugo||Olio D'oliva||Sale
Spaghetti E Melanzane,400 G|Pasta Tipo Spaghetti|20|Olive Nere Snocciolate|125 G|Melanzane Sott'olio|2 Spicchi|Aglio|4 Cucchiai|Olio D'oliva||Basilico|1 Bicchiere|Passata Di Pomodoro||Sale
Spaghetti E Salsa Funghi E Pecorino,500 G|Pasta Tipo Spaghetti|2|Peperoni Rossi|500 G|Funghi Champignon||Olio D'oliva||Peperoncino||Vino Bianco||Sale||Aglio
Spaghetti E Vongole,500 G|Pasta Tipo Spaghetti|1000 G|Vongole|1 Bicchiere|Olio D'oliva|1 Spicchio|Aglio|1 Bicchiere|Vino|500 G|Pomodori||Prezzemolo||Sale||Pepe
Spaghetti Filanti,400 G|Pasta Tipo Spaghetti|60 G|Burro Fuso||Formaggio Grana Grattugiato||Sale||Pepe|10 Cl|Panna|200 G|Mozzarella||Burro
Spaghetti Fritti,|Pasta Tipo Spaghetti Avanzati|Alcune|Acciughe|Alcune|Olive Nere|Alcuni|Capperi||Olio D'oliva
Spaghetti Funghi E Gorgonzola,|Pepe||Sale|2 Cucchiai|Prezzemolo|15 Cl|Panna|4 Cucchiai|Vino Bianco Secco|1|Peperone Rosso|1 Spicchio|Aglio|2 Cucchiai|Olio D'oliva|400 G|Petto Di Pollo|230 G|Formaggio Gorgonzola Dolce|250 G|Funghi Champignon|300 G|Pasta Tipo Spaghetti
Spaghetti Gialli,400 G|Pasta Tipo Spaghetti|1|Cipolla Piccola|1|Dado|1/2 Bicchiere|Vino Bianco Secco|50 G|Burro|Abbondante|Formaggio Grana|2 Bustine|Zafferano||Sale
Spaghetti Gialli (2),100 G|Pancetta|350 G|Pasta Tipo Spaghetti|1 Pezzetto|Burro|10 G|Speck|2 Bustine|Zafferano|25 Cl|Panna|1|Uovo||Formaggio Grattugiato||Sale||Pepe
Spaghetti Impacchettati,1 Presa|Pepe|1 Presa|Sale|1 Bicchierino|Olio D'oliva|32|Olive Nere|300 G|Polpa Di Pomodoro|350 G|Pasta Tipo Spaghetti
Spaghetti In Giallo,320 G|Pasta Tipo Spaghetti|1|Scalogno|1 Bustina|Zafferano|2|Pomodori Pelati||Olio D'oliva||Sale
Spaghetti In Insalata,300 G|Pasta Tipo Spaghetti|100 G|Tonno|2|Pomodori||Olive Verdi||Olive Nere||Olio D'oliva||Succo Di Limone
Spaghetti In Soufflé,400 G|Pasta Tipo Spaghetti|100 G|Burro|20 Cl|Besciamella|100 G|Formaggio Parmigiano|100 G|Prosciutto Cotto|100 G|Mozzarella|3|Uova||Noce Moscata||Sale
Spaghetti Integrali Al Tofu,300 G|Pasta Tipo Spaghetti Integrali|100 G|Tofu Fresco|1 Cucchiaio|Mandorle (o Noci)||Olive Nere||Capperi||Aglio||Tamari||Peperoncino Piccante||Olio D'oliva Extra-vergine
Spaghetti Mantecati,350 G|Pasta Tipo Spaghetti|700 G|Pomodori Pelati|125 G|Mozzarella|1|Cipolla|10 Cl|Latte||Basilico||Origano|3 Cucchiai|Olio D'oliva||Sale||Pepe||Prezzemolo||Timo||Maggiorana
Spaghetti Maremmani,400 G|Pasta Tipo Spaghetti|150 G|Olive Nere|100 G|Capperi Sotto Sale|200 G|Passato Di Pomodoro
Spaghetti Marinari,400 G|Pasta Tipo Spaghetti|1000 G|Cozze|2|Tuorli D'uovo|3 Spicchi|Aglio|150 G|Tonno In Scatola Al Naturale|1/2|Limone||Vino Bianco||Latte||Prezzemolo||Olio D'oliva||Sale||Pepe
Spaghetti Melanzane E Peperoni,350 G|Pasta Tipo Spaghetti Grossi|1|Peperone Giallo|1|Melanzana Viola Lunga Di 200 G|300 G|Pomodori San Marzano Maturi|2 Cucchiai|Olio D'oliva Extra-vergine|1/2 Cucchiaio|Capperi Sotto Sale|4|Filetti D'acciughe|10|Olive Nere Di Sicilia|1 Spicchio|Aglio||Basilico|2 Cucchiai|Formaggio Provolone Grattugiato||Sale||Pepe
Spaghetti Melanzane E Pomodori,1 Cucchiaio|Scorza Di Limone|300 G|Pasta Tipo Spaghetti|4|Melanzane Piccole|1|Peperone Rosso|110 G|Gherigli Di Noci|60 G|Formaggio Parmigiano|2 Cucchiai|Olio D'oliva|1|Peperone Verde|13 Cl|Brodo Di Pollo||Pepe|2 Cucchiai|Succo Di Limone|4 Spicchi|Aglio|60 G|Prezzemolo|30 G|Basilico|1|Peperoncino Rosso||Sale|6 Cl|Olio D'oliva
Spaghetti Mille Verdure,|Pepe||Sale||Olio D'oliva|80 G|Formaggio Parmigiano|80 G|Burro|2|Scalogni|300 G|Piselli|300 G|Carciofo|300 G|Asparagi|300 G|Zucchine|350 G|Pasta Tipo Spaghetti
Spaghetti Mozzarella E Pomodoro,300 G|Pasta Tipo Spaghetti|200 G|Mozzarella|200 G|Pomodoro
Spaghetti Olive E Tonno,300 G|Pasta Tipo Spaghetti|100 G|Olive Nere|100 G|Tonno Sott'olio|4|Filetti D'acciughe Sott'olio|1 Spicchio|Aglio|5 Cucchiai|Olio D'oliva||Sale
Spaghetti Ortolani,|Pepe||Sale|30 G|Formaggio Parmigiano|4 Cucchiai|Olio D'oliva|1|Cipolla|400 G|Pomodori Pelati|150 G|Funghi Porcini|4|Carciofi|2|Peperoni Gialli|420 G|Pasta Tipo Spaghetti
Spaghetti Panna E Noci,400 G|Pasta Tipo Spaghetti|10|Gherigli Di Noci|1|Cipolla||Funghi Porcini Secchi||Vino Marsala|250 G|Panna Da Cucina||Prezzemolo|1 Cucchiaino|Farina|30 G|Burro||Sale||Pepe
Spaghetti Per Chi È A Dieta,350 G|Pasta Tipo Spaghetti|600 G|Pomodori San Marzano|1|Mozzarella Light||Sale||Peperoncino||Basilico
Spaghetti Piccanti,400 G|Pasta Tipo Spaghetti|1 Scatola|Pomodori Pelati|1 Cucchiaio|Capperi|50 G|Olive Nere|4|Filetti D'acciughe (facoltativo)||Prezzemolo||Olio D'oliva||Aglio||Origano
Spaghetti Piccanti (2),350 G|Pasta Tipo Spaghetti|2 Spicchi|Aglio|50 G|Capperi|100 G|Olive Nere Snocciolate|100 G|Acciughe|Abbondante|Prezzemolo Tritato|Abbondante|Olio D'oliva||Sale
Spaghetti Piccanti (3),400 G|Pasta Tipo Spaghetti|1 Tazzina|Olio D'oliva|50 G|Capperi|50 G|Acciughe Salate|100 G|Olive Nere Snocciolate|4|Pomodori||Basilico||Formaggio Parmigiano Grattugiato|1 Pizzico|Sale
Spaghetti Piccanti Al Polipo,320 G|Pasta Tipo Spaghetti|500 G|Polipo|4|Pomodori|1/2|Cipolla|1 Spicchio|Aglio||Prezzemolo Tritato||Peperoncino|1/2 Bicchiere|Vino Bianco||Olio D'oliva||Sale
Spaghetti Piccanti Al Pomodoro,200 G|Pasta Tipo Spaghetti|2 Cucchiai|Olio D'oliva|1 1/2 Spicchio|Aglio|3|Peperoncini Secchi Piccoli A Pezzetti|10 Foglie|Prezzemolo Fresco|6|Olive Nere Snocciolate|1/2 Scatola|Condimento Misto Per Insalata Di Riso||Sale
Spaghetti Pomodoro E Tonno,300 G|Pasta Tipo Spaghetti|200 G|Tonno|400 G|Pomodoro Fresco||Sale
Spaghetti Primavera,400 G|Pasta Tipo Spaghetti|100 G|Fagioli Cannellini|100 G|Fagiolini|2|Cipolle Dolci|400 G|Pomodori Non Troppo Maturi|1|Limone|Alcuni Cucchiai|Olio D'oliva||Sale||Pepe
